sample	embryo	stage	pass_rnaQC	pass_metQC	pass_accQC	lineage10x	lineage10x_2	UMAP1	UMAP2
E7.5_Plate1_A12	E7.5_embryo1	E7.5	TRUE	NA	NA	Surface_ectoderm	Ectoderm	2.30643785870135	-4.72112973184086
E7.5_Plate1_A2	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.9788022651491	8.94905676311646
E7.5_Plate1_A3	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.10952581243044	6.09973543434178
E7.5_Plate1_A4	E7.5_embryo1	E7.5	TRUE	NA	NA	Haematoendothelial_progenitors	Mesoderm	-4.325750416743	4.2426147290694
E7.5_Plate1_A5	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	7.74189866807979	5.02560782877176
E7.5_Plate1_A6	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.01845698063929	6.44213287989936
E7.5_Plate1_A7	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.13299233487013	3.63340633861169
E7.5_Plate1_A8	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.98748694707866	-4.39439120923147
E7.5_Plate1_A9	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.77568115872489	-7.31293108055091
E7.5_Plate1_B1	E7.5_embryo1	E7.5	TRUE	NA	NA	Paraxial_mesoderm	Mesoderm	-5.90364474910522	5.01991273597287
E7.5_Plate1_B10	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	7.5118822323049	4.88142314908951
E7.5_Plate1_B2	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.75164991374481	5.78033557023578
E7.5_Plate1_B3	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.76806666666648	4.80500607680996
E7.5_Plate1_B4	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.56098378029931	2.73408206750686
E7.5_Plate1_B5	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.82866574749489	-3.76667679713063
E7.5_Plate1_B6	E7.5_embryo1	E7.5	TRUE	NA	NA	Pharyngeal_mesoderm	Mesoderm	-5.25950898989148	2.71395112714464
E7.5_Plate1_B7	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.94074466320005	3.51282060956338
E7.5_Plate1_B8	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.43837421980442	2.79657124705253
E7.5_Plate1_C1	E7.5_embryo1	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.65551594869532	5.5853324533051
E7.5_Plate1_C10	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.14641516623928	-5.67225718067216
E7.5_Plate1_C11	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.79812515008743	7.28332836820523
E7.5_Plate1_C12	E7.5_embryo1	E7.5	TRUE	NA	NA	Surface_ectoderm	Ectoderm	2.51476746574743	-3.13742166826282
E7.5_Plate1_C2	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.830799558598003	6.54329645248988
E7.5_Plate1_C3	E7.5_embryo1	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.57876835247266	2.96913752390346
E7.5_Plate1_C4	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.27651871938467	-3.85150468976457
E7.5_Plate1_C7	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.96408969743209	4.39037686390239
E7.5_Plate1_C8	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.7607402897753	-5.46186923531876
E7.5_Plate1_C9	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-4.90989621550821	4.36267635844343
E7.5_Plate1_D1	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.81240121887927	-4.32168731741594
E7.5_Plate1_D11	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.92173766649505	-3.54903525641317
E7.5_Plate1_D12	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.07169456824077	-4.50670648276672
E7.5_Plate1_D2	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.93646644172487	4.32522373887987
E7.5_Plate1_D3	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.85001734984478	4.97191815876519
E7.5_Plate1_D4	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.99365727744465	-3.03221438040254
E7.5_Plate1_D5	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.71770406146046	-4.19916974093713
E7.5_Plate1_D6	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.441312069816625	7.37234897089892
E7.5_Plate1_D7	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	6.68250565726638	6.09205660569389
E7.5_Plate1_D8	E7.5_embryo1	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.95947938009595	4.47797087420865
E7.5_Plate1_D9	E7.5_embryo1	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.32814970317654	4.75432614286738
E7.5_Plate1_E1	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.26390079511971	-7.51660501518786
E7.5_Plate1_E10	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	0.907534183953935	-6.25608237682354
E7.5_Plate1_E12	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.07639793807565	3.14701443573238
E7.5_Plate1_E2	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.76467179833446	6.24658878354129
E7.5_Plate1_E3	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.57735669736158	3.26379431936289
E7.5_Plate1_E4	E7.5_embryo1	E7.5	TRUE	NA	NA	Haematoendothelial_progenitors	Mesoderm	-4.48266873182371	3.62475230964963
E7.5_Plate1_E5	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.26011136206459	-7.60881748177275
E7.5_Plate1_E6	E7.5_embryo1	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.55489291742831	7.75003130421573
E7.5_Plate1_E7	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.46870874907483	-1.42799908388036
E7.5_Plate1_E9	E7.5_embryo1	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.9274857400208	0.825678075379778
E7.5_Plate1_F10	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.83742932042857	-1.95432766543253
E7.5_Plate1_F11	E7.5_embryo1	E7.5	TRUE	NA	NA	Haematoendothelial_progenitors	Mesoderm	-4.81251470264347	3.2115598097867
E7.5_Plate1_F12	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.28303347827358	3.13537787377068
E7.5_Plate1_F2	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.79547492528431	3.07787149917055
E7.5_Plate1_F5	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.81233896155394	3.92113181352881
E7.5_Plate1_F7	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.28550851250761	3.90912404047016
E7.5_Plate1_F8	E7.5_embryo1	E7.5	TRUE	NA	NA	Paraxial_mesoderm	Mesoderm	-6.18773396058726	5.25826901489092
E7.5_Plate1_G1	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.0555537721682621	5.76722275837505
E7.5_Plate1_G10	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.615802083279108	6.65406247423325
E7.5_Plate1_G11	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.28712654807107	2.78796520501095
E7.5_Plate1_G12	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.13557253604917	-5.42972602887547
E7.5_Plate1_G2	E7.5_embryo1	E7.5	TRUE	TRUE	FALSE	Gut	Endoderm	8.88026825430513	4.90960561166024
E7.5_Plate1_G4	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.329084735675724	6.52713856828002
E7.5_Plate1_G5	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.80014342477012	6.10417311299296
E7.5_Plate1_G6	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.42404807038217	6.4802567186978
E7.5_Plate1_G7	E7.5_embryo1	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	1.898985939862	0.098153174888834
E7.5_Plate1_H1	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	3.42131280390245	1.5062070161568
E7.5_Plate1_H10	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.4924348879966	7.46358169051008
E7.5_Plate1_H11	E7.5_embryo1	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.96060402194789	-7.33610912962756
E7.5_Plate1_H2	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.88245018553277	6.14551361129652
E7.5_Plate1_H3	E7.5_embryo1	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	4.32089850176696	3.51630427189666
E7.5_Plate1_H4	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.515000435609078	7.20140155278135
E7.5_Plate1_H5	E7.5_embryo1	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.83902398733224	2.61123946470326
E7.5_Plate1_H6	E7.5_embryo1	E7.5	TRUE	NA	NA	Surface_ectoderm	Ectoderm	2.3704885822396	-3.98580767063558
E7.5_Plate1_H8	E7.5_embryo1	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.68463102928684	5.28466440484654
E7.5_Plate1_H9	E7.5_embryo1	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.64944442466196	-2.67384112996788
E7.5_Plate2_A1	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Rostral_neurectoderm	Ectoderm	1.87773986922939	-7.17144188866986
E7.5_Plate2_A10	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Paraxial_mesoderm	Mesoderm	-5.97694249071026	5.05237419630862
E7.5_Plate2_A11	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Pharyngeal_mesoderm	Mesoderm	-5.49814581772113	2.87861370937368
E7.5_Plate2_A2	E7.5_embryo2	E7.5	TRUE	TRUE	FALSE	Rostral_neurectoderm	Ectoderm	-1.0246779564943	-5.7507230313205
E7.5_Plate2_A9	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-3.3814647614509	4.98220947748575
E7.5_Plate2_B1	E7.5_embryo2	E7.5	TRUE	TRUE	FALSE	Caudal_epiblast	Primitive_Streak	2.2294177860737	4.96085055122225
E7.5_Plate2_B12	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.41420728550971	-2.12437023770971
E7.5_Plate2_B2	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-2.47102946372908	8.24489732741348
E7.5_Plate2_B3	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Mesenchyme	Mesoderm	-5.37019672582056	3.02985902720031
E7.5_Plate2_B5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	9.04260544748994	5.61458158749964
E7.5_Plate2_B6	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-1.12593259089922	7.00587745769277
E7.5_Plate2_B9	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.517173461838761	7.17787257338378
E7.5_Plate2_C1	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	7.37642623463831	5.93543357411778
E7.5_Plate2_C10	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	3.38959952953141	2.33761270522935
E7.5_Plate2_C11	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.19761276067508	6.03469847369294
E7.5_Plate2_C12	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-2.89003089558439	4.59787675563844
E7.5_Plate2_C2	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	3.70406041105869	2.46992768432446
E7.5_Plate2_C3	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.56182804666286	-5.98386982898985
E7.5_Plate2_C5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-1.04687982722734	8.01420494669193
E7.5_Plate2_C6	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.26968107312923	-5.62129928322544
E7.5_Plate2_C8	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Caudal_epiblast	Primitive_Streak	2.61946196863933	6.42093756015249
E7.5_Plate2_C9	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	3.3133316272869	1.90913715570454
E7.5_Plate2_D1	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.80662074941826	4.96568951952438
E7.5_Plate2_D11	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.95975523992344	7.07082316322225
E7.5_Plate2_D12	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Rostral_neurectoderm	Ectoderm	2.12447268940522	-7.34668997660093
E7.5_Plate2_D2	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Def._endoderm	Endoderm	8.61019729252124	5.81896828908303
E7.5_Plate2_D3	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	0.774609222191108	-7.57055449690302
E7.5_Plate2_D4	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.35330804141287	-5.86031063032943
E7.5_Plate2_D5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.76265543838092	-7.02104519727996
E7.5_Plate2_D6	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	2.82615570651181	4.26485791986354
E7.5_Plate2_D7	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Pharyngeal_mesoderm	Mesoderm	-5.62331211163222	4.36471720185868
E7.5_Plate2_D8	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.14492168319128	3.97909693277974
E7.5_Plate2_D9	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.80231000479101	-5.70277081708127
E7.5_Plate2_E10	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-3.3162616459902	4.44536131386424
E7.5_Plate2_E11	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-2.22424015066501	8.10856528790658
E7.5_Plate2_E12	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-1.47026172853282	8.09257117238658
E7.5_Plate2_E2	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	2.06260012170801	6.71836846826047
E7.5_Plate2_E3	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-2.11586684237682	8.16681464014071
E7.5_Plate2_E4	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	2.21316855350636	5.50131008430683
E7.5_Plate2_E5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.21192642815441	5.98892708548742
E7.5_Plate2_E7	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mesenchyme	Mesoderm	-5.07031213383235	3.4035410366827
E7.5_Plate2_E8	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-3.80578749759704	7.61606632593722
E7.5_Plate2_E9	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-2.79011704133449	6.11852426458267
E7.5_Plate2_F1	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-0.0221351157619548	6.32905191000614
E7.5_Plate2_F10	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mesenchyme	Mesoderm	-5.039772387812	2.81923460228193
E7.5_Plate2_F2	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.33370156279122	5.79416096062192
E7.5_Plate2_F3	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	0.47895432509074	-6.86965582328315
E7.5_Plate2_F5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.3160251318334	5.14311971120726
E7.5_Plate2_F6	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Mixed_mesoderm	Mesoderm	-5.76717148878179	5.30046872110903
E7.5_Plate2_F8	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.79344900479211	4.94413137561266
E7.5_Plate2_F9	E7.5_embryo2	E7.5	TRUE	TRUE	FALSE	Nascent_mesoderm	Mesoderm	1.31346160782463	5.78128283651715
E7.5_Plate2_G1	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-2.05062456155327	6.03651712519514
E7.5_Plate2_G11	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	0.434744847424363	6.64910284414273
E7.5_Plate2_G12	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.52527098577256	7.1468758955744
E7.5_Plate2_G2	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Mesenchyme	Mesoderm	-5.15007653155416	2.62307698489752
E7.5_Plate2_G3	E7.5_embryo2	E7.5	TRUE	FALSE	FALSE	Paraxial_mesoderm	Mesoderm	-5.55632697151011	4.73984941058164
E7.5_Plate2_G4	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-2.63271244000462	4.53861339701575
E7.5_Plate2_G5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-3.48524892128921	7.92191762468398
E7.5_Plate2_G7	E7.5_embryo2	E7.5	TRUE	TRUE	FALSE	Nascent_mesoderm	Mesoderm	0.0845622793746849	5.89769342471727
E7.5_Plate2_G8	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.179239911818745	6.97546782361116
E7.5_Plate2_G9	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.55291240506391	-5.34164321644945
E7.5_Plate2_H1	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.41182570981007	-4.45821641033523
E7.5_Plate2_H10	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.61238257626238	6.09659624019075
E7.5_Plate2_H11	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	ExE_mesoderm	Mesoderm	-3.07832815601379	4.46159307469117
E7.5_Plate2_H2	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	2.04449646250134	4.30629362503585
E7.5_Plate2_H3	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.43645045269727	3.35476653029862
E7.5_Plate2_H4	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.57606222965243	-4.32527591259575
E7.5_Plate2_H5	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.27586370252128	-7.2690456543157
E7.5_Plate2_H6	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.08198290326964	5.76759939836836
E7.5_Plate2_H7	E7.5_embryo2	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.50086349683518	4.88981961216602
E7.5_Plate3_A1	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-2.5730096530265	0.726257448293082
E7.5_Plate3_A10	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.71014878529073	-6.18991315313761
E7.5_Plate3_A11	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-3.02279787972335	8.37244011063214
E7.5_Plate3_A12	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.21385073959391	5.96312353301678
E7.5_Plate3_A2	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	7.48500048303615	4.48201193043742
E7.5_Plate3_A3	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-4.38080008958659	7.97561295692298
E7.5_Plate3_A4	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	0.77253254233249	-5.43374722821177
E7.5_Plate3_A8	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-2.32235384924522	7.77312366158086
E7.5_Plate3_A9	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.34983666281134	5.09604921063045
E7.5_Plate3_B1	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	0.411978395153479	-7.03058568795396
E7.5_Plate3_B10	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Visceral_endoderm	Endoderm	8.904939234388	7.05008017441185
E7.5_Plate3_B11	E7.5_embryo3	E7.5	TRUE	FALSE	FALSE	Paraxial_mesoderm	Mesoderm	-5.61049157729794	5.77545746220587
E7.5_Plate3_B12	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.87654536555315	5.47120743519736
E7.5_Plate3_B2	E7.5_embryo3	E7.5	TRUE	FALSE	FALSE	Caudal_epiblast	Primitive_Streak	3.28200113325254	2.29770943129789
E7.5_Plate3_B3	E7.5_embryo3	E7.5	TRUE	FALSE	FALSE	Rostral_neurectoderm	Ectoderm	2.88869165434312	0.870143691958635
E7.5_Plate3_B4	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.39265490633661	3.48995745107009
E7.5_Plate3_B5	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	0.788426618787738	6.06251944747989
E7.5_Plate3_B7	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.379355441087614	6.49004851926861
E7.5_Plate3_B8	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.09217589408468	5.14462146753184
E7.5_Plate3_B9	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.17910577834536	5.26529556771092
E7.5_Plate3_C1	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.25330817782659	6.01148627062166
E7.5_Plate3_C10	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.8988535523889	-5.19498766767647
E7.5_Plate3_C11	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Paraxial_mesoderm	Mesoderm	-6.15677514866024	5.83819001630089
E7.5_Plate3_C2	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.36636580735852	-5.39208628728302
E7.5_Plate3_C3	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-4.82482845581101	7.45483796105209
E7.5_Plate3_C4	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.50045169158586	-7.18683811794368
E7.5_Plate3_C5	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-2.9194338884379	6.73005150763839
E7.5_Plate3_C6	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-4.72259456959084	7.07743470875478
E7.5_Plate3_C7	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	1.70999913277313	-6.83702627021484
E7.5_Plate3_C8	E7.5_embryo3	E7.5	TRUE	TRUE	FALSE	Rostral_neurectoderm	Ectoderm	1.83279518826876	-5.76976818417096
E7.5_Plate3_C9	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-1.24539849192105	7.92630068431373
E7.5_Plate3_D1	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	2.24883956525312	4.93454652195503
E7.5_Plate3_D11	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.51350196047659	-5.63721217075658
E7.5_Plate3_D12	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-3.64573772538842	7.51437294763893
E7.5_Plate3_D2	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.93734714353632	5.94473781488623
E7.5_Plate3_D3	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-2.31552805036264	8.45097486198816
E7.5_Plate3_D4	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	0.280268648854462	7.37392091775831
E7.5_Plate3_D5	E7.5_embryo3	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	6.12120087143182	4.51108342634316
